AGE,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,BEHAVIOR,COUNT,POPULATION,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,PERCENT POPULATION AFFECTED
20+,0.5,0.6,0.5,Benign/Borderline,560,104488268,Male,Tumors of Neuroepthelial Tissue,2006,0.5,0.6,0.5,
20+,8.8,9.2,9,Malignant,9192,104488268,Male,Tumors of Neuroepthelial Tissue,2006,8.6,9,8.8,
20+,0.4,0.5,0.5,Benign/Borderline,520,105697783,Male,Tumors of Neuroepthelial Tissue,2007,0.5,0.5,0.5,
20+,8.8,9.2,9,Malignant,9394,105697783,Male,Tumors of Neuroepthelial Tissue,2007,8.7,9.1,8.9,
20+,0.5,0.6,0.5,Benign/Borderline,586,106947980,Male,Tumors of Neuroepthelial Tissue,2008,0.5,0.6,0.5,
20+,8.9,9.3,9.1,Malignant,9657,106947980,Male,Tumors of Neuroepthelial Tissue,2008,8.9,9.2,9,
20+,0.5,0.6,0.5,Benign/Borderline,588,108197539,Male,Tumors of Neuroepthelial Tissue,2009,0.5,0.6,0.5,
20+,8.8,9.2,9,Malignant,9729,108197539,Male,Tumors of Neuroepthelial Tissue,2009,8.8,9.2,9,
20+,0.5,0.6,0.6,Benign/Borderline,646,109527917,Male,Tumors of Neuroepthelial Tissue,2010,0.5,0.6,0.6,
20+,8.7,9,8.8,Malignant,9755,109527917,Male,Tumors of Neuroepthelial Tissue,2010,8.7,9.1,8.9,
20+,0.5,0.6,0.5,Benign/Borderline,604,110844094,Male,Tumors of Neuroepthelial Tissue,2011,0.5,0.6,0.5,
20+,8.6,9,8.8,Malignant,9902,110844094,Male,Tumors of Neuroepthelial Tissue,2011,8.8,9.1,8.9,
20+,0.5,0.6,0.6,Benign/Borderline,627,112218652,Male,Tumors of Neuroepthelial Tissue,2012,0.5,0.6,0.6,
20+,8.5,8.9,8.7,Malignant,9990,112218652,Male,Tumors of Neuroepthelial Tissue,2012,8.7,9.1,8.9,
20+,0.5,0.6,0.5,Benign/Borderline,609,113477293,Male,Tumors of Neuroepthelial Tissue,2013,0.5,0.6,0.5,
20+,8.5,8.9,8.7,Malignant,10181,113477293,Male,Tumors of Neuroepthelial Tissue,2013,8.8,9.1,9,
20+,0.6,0.6,0.6,Benign/Borderline,3336,579536769,Male,Tumors of Neuroepthelial Tissue,2013-2017,0.6,0.6,0.6,
20+,8.5,8.6,8.5,Malignant,51901,579536769,Male,Tumors of Neuroepthelial Tissue,2013-2017,8.9,9,9,
20+,0.5,0.6,0.6,Benign/Borderline,678,114741253,Male,Tumors of Neuroepthelial Tissue,2014,0.5,0.6,0.6,
20+,8.5,8.9,8.7,Malignant,10323,114741253,Male,Tumors of Neuroepthelial Tissue,2014,8.8,9.2,9,
20+,0.5,0.6,0.6,Benign/Borderline,688,115974555,Male,Tumors of Neuroepthelial Tissue,2015,0.5,0.6,0.6,
20+,8.3,8.6,8.4,Malignant,10260,115974555,Male,Tumors of Neuroepthelial Tissue,2015,8.7,9,8.8,
20+,0.6,0.6,0.6,Benign/Borderline,708,117142413,Male,Tumors of Neuroepthelial Tissue,2016,0.6,0.7,0.6,
20+,8.4,8.7,8.5,Malignant,10591,117142413,Male,Tumors of Neuroepthelial Tissue,2016,8.9,9.2,9,
20+,0.5,0.6,0.6,Benign/Borderline,653,118201255,Male,Tumors of Neuroepthelial Tissue,2017,0.5,0.6,0.6,
20+,8.2,8.5,8.4,Malignant,10546,118201255,Male,Tumors of Neuroepthelial Tissue,2017,8.8,9.1,8.9,
20+,3.5,3.8,3.6,Benign/Borderline,3620,101938779,Male,Tumors of Sellar Region,2004,3.4,3.7,3.6,
20+,0,0,0,Malignant,18,101938779,Male,Tumors of Sellar Region,2004,0,0,0,
20+,3.8,4.1,4,Benign/Borderline,4014,103190694,Male,Tumors of Sellar Region,2005,3.8,4,3.9,
20+,4,4.3,4.1,Benign/Borderline,4258,104488268,Male,Tumors of Sellar Region,2006,4,4.2,4.1,
20+,0,0,0,Malignant,18,104488268,Male,Tumors of Sellar Region,2006,0,0,0,
20+,4.3,4.6,4.4,Benign/Borderline,4653,105697783,Male,Tumors of Sellar Region,2007,4.3,4.5,4.4,
20+,0,0,0,Malignant,24,105697783,Male,Tumors of Sellar Region,2007,0,0,0,
20+,4.6,4.9,4.8,Benign/Borderline,5049,106947980,Male,Tumors of Sellar Region,2008,4.6,4.9,4.7,
20+,4.8,5.1,5,Benign/Borderline,5393,108197539,Male,Tumors of Sellar Region,2009,4.9,5.1,5,
20+,4.9,5.2,5.1,Benign/Borderline,5575,109527917,Male,Tumors of Sellar Region,2010,5,5.2,5.1,
20+,4.9,5.2,5.1,Benign/Borderline,5668,110844094,Male,Tumors of Sellar Region,2011,5,5.2,5.1,
20+,0,0,0,Malignant,22,110844094,Male,Tumors of Sellar Region,2011,0,0,0,
20+,5.3,5.6,5.4,Benign/Borderline,6183,112218652,Male,Tumors of Sellar Region,2012,5.4,5.6,5.5,
20+,0,0,0,Malignant,19,112218652,Male,Tumors of Sellar Region,2012,0,0,0,
20+,5.3,5.5,5.4,Benign/Borderline,6233,113477293,Male,Tumors of Sellar Region,2013,5.4,5.6,5.5,
20+,0,0,0,Malignant,25,113477293,Male,Tumors of Sellar Region,2013,0,0,0,
20+,5.3,5.4,5.4,Benign/Borderline,31957,579536769,Male,Tumors of Sellar Region,2013-2017,5.5,5.6,5.5,
20+,0,0,0,Malignant,89,579536769,Male,Tumors of Sellar Region,2013-2017,0,0,0,
20+,5.2,5.5,5.4,Benign/Borderline,6295,114741253,Male,Tumors of Sellar Region,2014,5.4,5.6,5.5,
20+,0,0,0,Malignant,24,114741253,Male,Tumors of Sellar Region,2014,0,0,0,
20+,5.3,5.6,5.5,Benign/Borderline,6519,115974555,Male,Tumors of Sellar Region,2015,5.5,5.8,5.6,
20+,0,0,0,Malignant,16,115974555,Male,Tumors of Sellar Region,2015,0,0,0,
20+,5.2,5.5,5.4,Benign/Borderline,6508,117142413,Male,Tumors of Sellar Region,2016,5.4,5.7,5.6,
20+,5.1,5.3,5.2,Benign/Borderline,6402,118201255,Male,Tumors of Sellar Region,2017,5.3,5.6,5.4,
20+,5.4,5.7,5.5,Benign/Borderline,5225,101938779,Male,Tumors of the Meninges,2004,5,5.3,5.1,
20+,0.2,0.2,0.2,Malignant,202,101938779,Male,Tumors of the Meninges,2004,0.2,0.2,0.2,
20+,5.9,6.3,6.1,Benign/Borderline,5827,103190694,Male,Tumors of the Meninges,2005,5.5,5.8,5.6,
20+,0.2,0.2,0.2,Malignant,193,103190694,Male,Tumors of the Meninges,2005,0.2,0.2,0.2,
20+,6.2,6.5,6.4,Benign/Borderline,6221,104488268,Male,Tumors of the Meninges,2006,5.8,6.1,6,
20+,0.2,0.2,0.2,Malignant,186,104488268,Male,Tumors of the Meninges,2006,0.2,0.2,0.2,
20+,6.3,6.6,6.5,Benign/Borderline,6429,105697783,Male,Tumors of the Meninges,2007,5.9,6.2,6.1,
20+,0.2,0.2,0.2,Malignant,219,105697783,Male,Tumors of the Meninges,2007,0.2,0.2,0.2,
20+,6.8,7.1,6.9,Benign/Borderline,7073,106947980,Male,Tumors of the Meninges,2008,6.5,6.8,6.6,
20+,0.2,0.2,0.2,Malignant,199,106947980,Male,Tumors of the Meninges,2008,0.2,0.2,0.2,
20+,7.2,7.6,7.4,Benign/Borderline,7617,108197539,Male,Tumors of the Meninges,2009,6.9,7.2,7,
20+,0.2,0.2,0.2,Malignant,199,108197539,Male,Tumors of the Meninges,2009,0.2,0.2,0.2,
20+,7.1,7.4,7.2,Benign/Borderline,7640,109527917,Male,Tumors of the Meninges,2010,6.8,7.1,7,
20+,0.1,0.2,0.1,Malignant,158,109527917,Male,Tumors of the Meninges,2010,0.1,0.2,0.1,
20+,7.1,7.4,7.2,Benign/Borderline,7789,110844094,Male,Tumors of the Meninges,2011,6.9,7.2,7,
20+,0.1,0.2,0.2,Malignant,187,110844094,Male,Tumors of the Meninges,2011,0.1,0.2,0.2,
20+,7.1,7.4,7.2,Benign/Borderline,7998,112218652,Male,Tumors of the Meninges,2012,7,7.3,7.1,
20+,0.1,0.2,0.2,Malignant,184,112218652,Male,Tumors of the Meninges,2012,0.1,0.2,0.2,
20+,7.3,7.7,7.5,Benign/Borderline,8456,113477293,Male,Tumors of the Meninges,2013,7.3,7.6,7.5,
20+,0.1,0.2,0.2,Malignant,198,113477293,Male,Tumors of the Meninges,2013,0.2,0.2,0.2,
20+,7.5,7.7,7.6,Benign/Borderline,44718,579536769,Male,Tumors of the Meninges,2013-2017,7.6,7.8,7.7,
20+,0.2,0.2,0.2,Malignant,999,579536769,Male,Tumors of the Meninges,2013-2017,0.2,0.2,0.2,
20+,7.3,7.6,7.5,Benign/Borderline,8582,114741253,Male,Tumors of the Meninges,2014,7.3,7.6,7.5,
20+,0.2,0.2,0.2,Malignant,214,114741253,Male,Tumors of the Meninges,2014,0.2,0.2,0.2,
20+,7.5,7.8,7.7,Benign/Borderline,9066,115974555,Male,Tumors of the Meninges,2015,7.7,8,7.8,
20+,0.1,0.2,0.2,Malignant,194,115974555,Male,Tumors of the Meninges,2015,0.1,0.2,0.2,
20+,7.5,7.8,7.6,Benign/Borderline,9151,117142413,Male,Tumors of the Meninges,2016,7.7,8,7.8,
20+,0.1,0.2,0.2,Malignant,201,117142413,Male,Tumors of the Meninges,2016,0.1,0.2,0.2,
20+,7.6,7.9,7.7,Benign/Borderline,9463,118201255,Male,Tumors of the Meninges,2017,7.8,8.2,8,
20+,0.1,0.2,0.2,Malignant,192,118201255,Male,Tumors of the Meninges,2017,0.1,0.2,0.2,
20+,0.6,0.8,0.7,Benign/Borderline,648,101938779,Male,Unclassified Tumors,2004,0.6,0.7,0.6,
20+,0.6,0.8,0.7,Malignant,616,101938779,Male,Unclassified Tumors,2004,0.6,0.7,0.6,
20+,0.8,0.9,0.9,Benign/Borderline,826,103190694,Male,Unclassified Tumors,2005,0.7,0.9,0.8,
20+,0.6,0.7,0.7,Malignant,612,103190694,Male,Unclassified Tumors,2005,0.5,0.6,0.6,
20+,0.8,0.9,0.9,Benign/Borderline,849,104488268,Male,Unclassified Tumors,2006,0.8,0.9,0.8,
20+,0.6,0.7,0.6,Malignant,576,104488268,Male,Unclassified Tumors,2006,0.5,0.6,0.6,
20+,0.8,0.9,0.9,Benign/Borderline,857,105697783,Male,Unclassified Tumors,2007,0.8,0.9,0.8,
20+,0.6,0.7,0.6,Malignant,573,105697783,Male,Unclassified Tumors,2007,0.5,0.6,0.5,
20+,0.9,1,0.9,Benign/Borderline,936,106947980,Male,Unclassified Tumors,2008,0.8,0.9,0.9,
20+,0.6,0.7,0.7,Malignant,628,106947980,Male,Unclassified Tumors,2008,0.5,0.6,0.6,
20+,0.9,1.1,1,Benign/Borderline,1034,108197539,Male,Unclassified Tumors,2009,0.9,1,1,
20+,0.6,0.7,0.7,Malignant,653,108197539,Male,Unclassified Tumors,2009,0.6,0.7,0.6,
20+,1,1.1,1,Benign/Borderline,1111,109527917,Male,Unclassified Tumors,2010,1,1.1,1,
20+,0.6,0.7,0.6,Malignant,613,109527917,Male,Unclassified Tumors,2010,0.5,0.6,0.6,
20+,1,1.1,1,Benign/Borderline,1136,110844094,Male,Unclassified Tumors,2011,1,1.1,1,
20+,0.6,0.7,0.6,Malignant,626,110844094,Male,Unclassified Tumors,2011,0.5,0.6,0.6,
20+,1,1.2,1.1,Benign/Borderline,1218,112218652,Male,Unclassified Tumors,2012,1,1.1,1.1,
20+,0.6,0.7,0.6,Malignant,631,112218652,Male,Unclassified Tumors,2012,0.5,0.6,0.6,
20+,1,1.1,1.1,Benign/Borderline,1186,113477293,Male,Unclassified Tumors,2013,1,1.1,1,
20+,0.5,0.6,0.6,Malignant,620,113477293,Male,Unclassified Tumors,2013,0.5,0.6,0.5,
20+,0.9,0.9,0.9,Benign/Borderline,5284,579536769,Male,Unclassified Tumors,2013-2017,0.9,0.9,0.9,
20+,0.5,0.6,0.5,Malignant,3096,579536769,Male,Unclassified Tumors,2013-2017,0.5,0.6,0.5,
20+,0.9,1.1,1,Benign/Borderline,1132,114741253,Male,Unclassified Tumors,2014,0.9,1,1,
20+,0.6,0.7,0.6,Malignant,673,114741253,Male,Unclassified Tumors,2014,0.5,0.6,0.6,
20+,0.9,1,0.9,Benign/Borderline,1064,115974555,Male,Unclassified Tumors,2015,0.9,1,0.9,
20+,0.5,0.6,0.6,Malignant,631,115974555,Male,Unclassified Tumors,2015,0.5,0.6,0.5,
20+,0.8,0.9,0.8,Benign/Borderline,964,117142413,Male,Unclassified Tumors,2016,0.8,0.9,0.8,
20+,0.5,0.6,0.5,Malignant,623,117142413,Male,Unclassified Tumors,2016,0.5,0.6,0.5,
20+,0.7,0.8,0.8,Benign/Borderline,938,118201255,Male,Unclassified Tumors,2017,0.7,0.8,0.8,
20+,0.4,0.5,0.5,Malignant,549,118201255,Male,Unclassified Tumors,2017,0.4,0.5,0.5,
20+,0.1,0.1,0.1,Benign/Borderline,100,101938779,Male,Unique astrocytoma variants,2004,0.1,0.1,0.1,
20+,0,0,0,Malignant,18,101938779,Male,Unique astrocytoma variants,2004,0,0,0,
20+,0.1,0.1,0.1,Benign/Borderline,113,103190694,Male,Unique astrocytoma variants,2005,0.1,0.1,0.1,
20+,0,0,0,Malignant,17,103190694,Male,Unique astrocytoma variants,2005,0,0,0,
20+,0.1,0.2,0.1,Benign/Borderline,138,104488268,Male,Unique astrocytoma variants,2006,0.1,0.2,0.1,
20+,0,0,0,Malignant,24,104488268,Male,Unique astrocytoma variants,2006,0,0,0,
20+,0.1,0.1,0.1,Benign/Borderline,122,105697783,Male,Unique astrocytoma variants,2007,0.1,0.1,0.1,
20+,0,0,0,Malignant,29,105697783,Male,Unique astrocytoma variants,2007,0,0,0,
20+,0.1,0.2,0.1,Benign/Borderline,150,106947980,Male,Unique astrocytoma variants,2008,0.1,0.2,0.1,
20+,0,0,0,Malignant,35,106947980,Male,Unique astrocytoma variants,2008,0,0,0,
20+,0.1,0.2,0.1,Benign/Borderline,159,108197539,Male,Unique astrocytoma variants,2009,0.1,0.2,0.1,
20+,0,0,0,Malignant,37,108197539,Male,Unique astrocytoma variants,2009,0,0,0,
20+,0.1,0.2,0.2,Benign/Borderline,184,109527917,Male,Unique astrocytoma variants,2010,0.1,0.2,0.2,
20+,0,0,0,Malignant,26,109527917,Male,Unique astrocytoma variants,2010,0,0,0,
20+,0.1,0.2,0.2,Benign/Borderline,187,110844094,Male,Unique astrocytoma variants,2011,0.1,0.2,0.2,
20+,0,0,0,Malignant,31,110844094,Male,Unique astrocytoma variants,2011,0,0,0,
20+,0.1,0.2,0.1,Benign/Borderline,174,112218652,Male,Unique astrocytoma variants,2012,0.1,0.2,0.2,
20+,0,0,0,Malignant,27,112218652,Male,Unique astrocytoma variants,2012,0,0,0,
20+,0.1,0.2,0.1,Benign/Borderline,169,113477293,Male,Unique astrocytoma variants,2013,0.1,0.2,0.1,
20+,0,0,0,Malignant,39,113477293,Male,Unique astrocytoma variants,2013,0,0,0,
20+,0.1,0.2,0.1,Benign/Borderline,888,579536769,Male,Unique astrocytoma variants,2013-2017,0.1,0.2,0.2,
20+,0,0,0,Malignant,176,579536769,Male,Unique astrocytoma variants,2013-2017,0,0,0,
20+,0.1,0.2,0.2,Benign/Borderline,178,114741253,Male,Unique astrocytoma variants,2014,0.1,0.2,0.2,
20+,0,0,0,Malignant,40,114741253,Male,Unique astrocytoma variants,2014,0,0,0,
20+,0.1,0.2,0.1,Benign/Borderline,172,115974555,Male,Unique astrocytoma variants,2015,0.1,0.2,0.1,
20+,0,0,0,Malignant,27,115974555,Male,Unique astrocytoma variants,2015,0,0,0,
20+,0.1,0.2,0.2,Benign/Borderline,195,117142413,Male,Unique astrocytoma variants,2016,0.1,0.2,0.2,
20+,0,0,0,Malignant,29,117142413,Male,Unique astrocytoma variants,2016,0,0,0,
20+,0.1,0.2,0.1,Benign/Borderline,174,118201255,Male,Unique astrocytoma variants,2017,0.1,0.2,0.1,
20+,0,0,0,Malignant,41,118201255,Male,Unique astrocytoma variants,2017,0,0,0,
20+,0,0,0,Benign/Borderline,24,211050944,Male and Female,All other,2004,0,0,0,
20+,0,0,0,Benign/Borderline,30,213511339,Male and Female,All other,2005,0,0,0,
20+,0,0,0,Benign/Borderline,38,216055494,Male and Female,All other,2006,0,0,0,
20+,0,0,0,Benign/Borderline,32,218481776,Male and Female,All other,2007,0,0,0,
20+,0,0,0,Benign/Borderline,37,220975702,Male and Female,All other,2008,0,0,0,
20+,0,0,0,Benign/Borderline,29,223491138,Male and Female,All other,2009,0,0,0,
20+,0,0,0,Benign/Borderline,32,226144182,Male and Female,All other,2010,0,0,0,
20+,0,0,0,Malignant,32,226144182,Male and Female,All other,2010,0,0,0,
20+,0,0,0,Benign/Borderline,32,228752299,Male and Female,All other,2011,0,0,0,
20+,0,0,0,Malignant,45,228752299,Male and Female,All other,2011,0,0,0,
20+,0,0,0,Benign/Borderline,32,231390637,Male and Female,All other,2012,0,0,0,
20+,0,0,0,Malignant,35,231390637,Male and Female,All other,2012,0,0,0,
20+,0,0,0,Benign/Borderline,33,233810936,Male and Female,All other,2013,0,0,0,
20+,0,0,0,Malignant,50,233810936,Male and Female,All other,2013,0,0,0,
20+,0,0,0,Benign/Borderline,245,1192790502,Male and Female,All other,2013-2017,0,0,0,
20+,0,0,0,Malignant,257,1192790502,Male and Female,All other,2013-2017,0,0,0,
20+,0,0,0,Benign/Borderline,28,236278334,Male and Female,All other,2014,0,0,0,
20+,0,0,0,Malignant,49,236278334,Male and Female,All other,2014,0,0,0,
20+,0,0,0,Benign/Borderline,45,238659768,Male and Female,All other,2015,0,0,0,
20+,0,0,0,Malignant,53,238659768,Male and Female,All other,2015,0,0,0,
20+,0,0,0,Benign/Borderline,73,240960373,Male and Female,All other,2016,0,0,0,
20+,0,0,0,Malignant,52,240960373,Male and Female,All other,2016,0,0,0,
20+,0,0,0,Benign/Borderline,66,243081091,Male and Female,All other,2017,0,0,0,
20+,0,0,0,Malignant,53,243081091,Male and Female,All other,2017,0,0,0,
20+,0.6,0.6,0.6,Malignant,1237,211050944,Male and Female,Anaplastic astrocytoma,2004,0.6,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,1214,213511339,Male and Female,Anaplastic astrocytoma,2005,0.5,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,1210,216055494,Male and Female,Anaplastic astrocytoma,2006,0.5,0.6,0.6,
20+,0.5,0.6,0.5,Malignant,1202,218481776,Male and Female,Anaplastic astrocytoma,2007,0.5,0.6,0.6,
20+,0.5,0.6,0.5,Malignant,1212,220975702,Male and Female,Anaplastic astrocytoma,2008,0.5,0.6,0.5,
20+,0.5,0.6,0.5,Malignant,1214,223491138,Male and Female,Anaplastic astrocytoma,2009,0.5,0.6,0.5,
20+,0.5,0.6,0.6,Malignant,1279,226144182,Male and Female,Anaplastic astrocytoma,2010,0.5,0.6,0.6,
20+,0.5,0.6,0.5,Malignant,1280,228752299,Male and Female,Anaplastic astrocytoma,2011,0.5,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,1337,231390637,Male and Female,Anaplastic astrocytoma,2012,0.5,0.6,0.6,
20+,0.6,0.6,0.6,Malignant,1428,233810936,Male and Female,Anaplastic astrocytoma,2013,0.6,0.6,0.6,
20+,0.6,0.6,0.6,Malignant,7194,1192790502,Male and Female,Anaplastic astrocytoma,2013-2017,0.6,0.6,0.6,
20+,0.6,0.6,0.6,Malignant,1399,236278334,Male and Female,Anaplastic astrocytoma,2014,0.6,0.6,0.6,
20+,0.6,0.6,0.6,Malignant,1477,238659768,Male and Female,Anaplastic astrocytoma,2015,0.6,0.7,0.6,
20+,0.6,0.6,0.6,Malignant,1460,240960373,Male and Female,Anaplastic astrocytoma,2016,0.6,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,1430,243081091,Male and Female,Anaplastic astrocytoma,2017,0.6,0.6,0.6,
20+,0.2,0.2,0.2,Malignant,394,211050944,Male and Female,Anaplastic oligodendroglioma,2004,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Malignant,376,213511339,Male and Female,Anaplastic oligodendroglioma,2005,0.2,0.2,0.2,
20+,0.1,0.2,0.2,Malignant,354,216055494,Male and Female,Anaplastic oligodendroglioma,2006,0.1,0.2,0.2,
20+,0.1,0.2,0.2,Malignant,341,218481776,Male and Female,Anaplastic oligodendroglioma,2007,0.1,0.2,0.2,
20+,0.1,0.2,0.2,Malignant,359,220975702,Male and Female,Anaplastic oligodendroglioma,2008,0.1,0.2,0.2,
20+,0.1,0.2,0.1,Malignant,334,223491138,Male and Female,Anaplastic oligodendroglioma,2009,0.1,0.2,0.1,
20+,0.1,0.2,0.1,Malignant,328,226144182,Male and Female,Anaplastic oligodendroglioma,2010,0.1,0.2,0.1,
20+,0.1,0.2,0.1,Malignant,335,228752299,Male and Female,Anaplastic oligodendroglioma,2011,0.1,0.2,0.1,
20+,0.1,0.2,0.2,Malignant,357,231390637,Male and Female,Anaplastic oligodendroglioma,2012,0.1,0.2,0.2,
20+,0.1,0.2,0.2,Malignant,373,233810936,Male and Female,Anaplastic oligodendroglioma,2013,0.1,0.2,0.2,
20+,0.1,0.2,0.2,Malignant,1857,1192790502,Male and Female,Anaplastic oligodendroglioma,2013-2017,0.1,0.2,0.2,
20+,0.1,0.2,0.1,Malignant,353,236278334,Male and Female,Anaplastic oligodendroglioma,2014,0.1,0.2,0.1,
20+,0.1,0.2,0.1,Malignant,353,238659768,Male and Female,Anaplastic oligodendroglioma,2015,0.1,0.2,0.1,
20+,0.1,0.2,0.2,Malignant,369,240960373,Male and Female,Anaplastic oligodendroglioma,2016,0.1,0.2,0.2,
20+,0.2,0.2,0.2,Malignant,409,243081091,Male and Female,Anaplastic oligodendroglioma,2017,0.2,0.2,0.2,
20+,0.5,0.6,0.6,Malignant,1207,211050944,Male and Female,"Astrocytoma, NOS",2004,0.5,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,1198,213511339,Male and Female,"Astrocytoma, NOS",2005,0.5,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,1188,216055494,Male and Female,"Astrocytoma, NOS",2006,0.5,0.6,0.5,
20+,0.5,0.6,0.5,Malignant,1159,218481776,Male and Female,"Astrocytoma, NOS",2007,0.5,0.6,0.5,
20+,0.5,0.5,0.5,Malignant,1120,220975702,Male and Female,"Astrocytoma, NOS",2008,0.5,0.5,0.5,
20+,0.4,0.5,0.5,Malignant,1054,223491138,Male and Female,"Astrocytoma, NOS",2009,0.4,0.5,0.5,
20+,0.4,0.5,0.5,Malignant,1092,226144182,Male and Female,"Astrocytoma, NOS",2010,0.5,0.5,0.5,
20+,0.4,0.5,0.5,Malignant,1042,228752299,Male and Female,"Astrocytoma, NOS",2011,0.4,0.5,0.5,
20+,0.4,0.5,0.5,Malignant,1050,231390637,Male and Female,"Astrocytoma, NOS",2012,0.4,0.5,0.5,
20+,0.4,0.5,0.4,Malignant,1011,233810936,Male and Female,"Astrocytoma, NOS",2013,0.4,0.5,0.4,
20+,0.5,0.5,0.5,Malignant,5715,1192790502,Male and Female,"Astrocytoma, NOS",2013-2017,0.5,0.5,0.5,
20+,0.4,0.5,0.5,Malignant,1086,236278334,Male and Female,"Astrocytoma, NOS",2014,0.4,0.5,0.5,
20+,0.5,0.5,0.5,Malignant,1188,238659768,Male and Female,"Astrocytoma, NOS",2015,0.5,0.5,0.5,
20+,0.5,0.5,0.5,Malignant,1245,240960373,Male and Female,"Astrocytoma, NOS",2016,0.5,0.5,0.5,
20+,0.5,0.5,0.5,Malignant,1185,243081091,Male and Female,"Astrocytoma, NOS",2017,0.5,0.5,0.5,
20+,0,0,0,Benign/Borderline,63,211050944,Male and Female,Choroid plexus,2004,0,0,0,
20+,0,0,0,Benign/Borderline,75,213511339,Male and Female,Choroid plexus,2005,0,0,0,
20+,0,0,0,Benign/Borderline,68,216055494,Male and Female,Choroid plexus,2006,0,0,0,
20+,0,0.1,0,Benign/Borderline,89,218481776,Male and Female,Choroid plexus,2007,0,0.1,0,
20+,0,0,0,Benign/Borderline,76,220975702,Male and Female,Choroid plexus,2008,0,0,0,
20+,0,0,0,Benign/Borderline,74,223491138,Male and Female,Choroid plexus,2009,0,0,0,
20+,0,0,0,Benign/Borderline,86,226144182,Male and Female,Choroid plexus,2010,0,0,0,
20+,0,0,0,Benign/Borderline,84,228752299,Male and Female,Choroid plexus,2011,0,0,0,
20+,0,0,0,Benign/Borderline,74,231390637,Male and Female,Choroid plexus,2012,0,0,0,
20+,0,0,0,Benign/Borderline,78,233810936,Male and Female,Choroid plexus,2013,0,0,0,
20+,0,0,0,Benign/Borderline,407,1192790502,Male and Female,Choroid plexus,2013-2017,0,0,0,
20+,0,0,0,Malignant,26,1192790502,Male and Female,Choroid plexus,2013-2017,0,0,0,
20+,0,0,0,Benign/Borderline,88,236278334,Male and Female,Choroid plexus,2014,0,0,0,
20+,0,0,0,Benign/Borderline,83,238659768,Male and Female,Choroid plexus,2015,0,0,0,
20+,0,0,0,Benign/Borderline,72,240960373,Male and Female,Choroid plexus,2016,0,0,0,
20+,0,0,0,Benign/Borderline,86,243081091,Male and Female,Choroid plexus,2017,0,0,0,
20+,0.2,0.2,0.2,Benign/Borderline,389,211050944,Male and Female,Craniopharyngioma,2004,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,416,213511339,Male and Female,Craniopharyngioma,2005,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,392,216055494,Male and Female,Craniopharyngioma,2006,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,420,218481776,Male and Female,Craniopharyngioma,2007,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,423,220975702,Male and Female,Craniopharyngioma,2008,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,432,223491138,Male and Female,Craniopharyngioma,2009,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,440,226144182,Male and Female,Craniopharyngioma,2010,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,417,228752299,Male and Female,Craniopharyngioma,2011,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,440,231390637,Male and Female,Craniopharyngioma,2012,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,471,233810936,Male and Female,Craniopharyngioma,2013,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,2276,1192790502,Male and Female,Craniopharyngioma,2013-2017,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,426,236278334,Male and Female,Craniopharyngioma,2014,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,456,238659768,Male and Female,Craniopharyngioma,2015,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,455,240960373,Male and Female,Craniopharyngioma,2016,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,468,243081091,Male and Female,Craniopharyngioma,2017,0.2,0.2,0.2,
20+,0.1,0.1,0.1,Malignant,258,211050944,Male and Female,Diffuse astrocytoma,2004,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,280,213511339,Male and Female,Diffuse astrocytoma,2005,0.1,0.1,0.1,
20+,0.1,0.2,0.1,Malignant,294,216055494,Male and Female,Diffuse astrocytoma,2006,0.1,0.2,0.1,
20+,0.1,0.2,0.1,Malignant,318,218481776,Male and Female,Diffuse astrocytoma,2007,0.1,0.2,0.1,
